,PlatformWorkedWith,Windows,iOS,AWS,Docker,Linux,MacOS,Android,WordPress,Raspberry Pi,Heroku,Google Cloud Platform,Kubernetes,Arduino,Slack Apps and Integrations,Microsoft Azure,IBM Cloud or Watson
52140,Docker;Google Cloud Platform;Kubernetes;Linux;Windows,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
52141,Docker;Linux;Windows,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
52142,iOS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52143,Docker;Heroku;Raspberry Pi;Slack Apps and Integrations,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
52144,Google Cloud Platform;Windows,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52145,AWS;Docker;Linux;Windows,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
52146,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52147,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52148,Arduino;Linux,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
52149,WordPress,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52150,AWS;iOS;Microsoft Azure;Raspberry Pi;Windows,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
52151,Android;Linux;MacOS;Windows,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
52152,Heroku;Linux;MacOS,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
52153,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52154,Google Cloud Platform,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52155,AWS;Linux;Windows,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
52156,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52157,AWS;Docker;Windows,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
52158,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52159,AWS;Docker;Kubernetes;Linux;Microsoft Azure;Windows,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0
52160,Android;AWS;Docker;Heroku;IBM Cloud or Watson;Linux;Microsoft Azure;Windows,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1
52161,Docker;Linux,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
52162,Docker;Google Cloud Platform;Kubernetes;Linux;MacOS;Microsoft Azure;Slack Apps and Integrations;Windows,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0
52163,Arduino;Windows,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52164,AWS;Docker;Heroku;Linux;Windows,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
52165,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52166,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52167,AWS;Docker;iOS;Kubernetes;Linux;MacOS;Raspberry Pi;Slack Apps and Integrations;WordPress,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0
52168,AWS;Linux;MacOS;Windows,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
52169,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52170,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52171,Android;Windows;WordPress,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
52172,Android;Docker;Linux;MacOS,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
52173,Arduino;AWS;Linux;Raspberry Pi;Windows,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
52174,AWS;Docker;Linux;Microsoft Azure,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
52175,Android;Arduino;AWS;Docker;Google Cloud Platform;Heroku;IBM Cloud or Watson;Linux;Raspberry Pi;Slack Apps and Integrations;Windows,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1
52176,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52177,Docker;Heroku,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
52178,Docker;Google Cloud Platform;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack Apps and Integrations;Windows,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0
52179,AWS;Docker,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
52180,AWS;Docker;Kubernetes;Linux;Microsoft Azure,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0
52181,Android;Arduino;Docker;Linux;Raspberry Pi;Windows;WordPress,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0
52182,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52183,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52184,Heroku;Slack Apps and Integrations,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
52185,AWS;Linux,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
52186,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52187,AWS;Docker;Windows,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
52188,Android;AWS;Docker;Linux;MacOS,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
52189,AWS;Google Cloud Platform;Heroku;Linux;Windows,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
52190,Docker;Kubernetes;Linux,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
52191,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52192,MacOS;Raspberry Pi,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
52193,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52194,Docker;Kubernetes;Linux;Windows,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
52195,Linux;Raspberry Pi,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
52196,AWS;Heroku;iOS;MacOS,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
52197,Android;Arduino;Linux;Raspberry Pi;Windows,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
52198,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52199,Arduino;AWS;Docker;Linux,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
52200,MacOS;Microsoft Azure;Windows;WordPress,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
52201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52202,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52203,Docker;Kubernetes;Linux;Windows,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
52204,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52205,Docker;Kubernetes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
52206,AWS;MacOS,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
52207,Docker;Google Cloud Platform;Kubernetes;Linux;Slack Apps and Integrations;Windows,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0
52208,AWS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52209,AWS;Docker;Kubernetes;Linux;Microsoft Azure,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0
52210,Android;Docker;Heroku;Microsoft Azure,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
52211,AWS;Docker;Linux,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
52212,Android;Docker;Linux;Raspberry Pi;Slack Apps and Integrations;Windows,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0
52213,Android;Linux;MacOS;Windows,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
52214,Arduino;Docker;Google Cloud Platform;Kubernetes;Linux;Microsoft Azure;Raspberry Pi;Slack Apps and Integrations;Windows,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0
52215,iOS;MacOS,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52216,Linux;Raspberry Pi;Windows,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
52217,Android;Docker;Google Cloud Platform;iOS;Kubernetes;Linux;MacOS,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0
52218,AWS;Docker;Kubernetes;Linux;Microsoft Azure;Slack Apps and Integrations,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0
52219,iOS;MacOS,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52220,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52221,AWS;Docker;MacOS,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
52222,Raspberry Pi;Windows,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52223,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52224,AWS;Linux;Windows,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
52225,Heroku;Windows,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52226,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52227,AWS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52228,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52229,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52230,AWS;Docker;iOS;Linux;MacOS;Microsoft Azure,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0
52231,Android;Docker;Linux;MacOS;Raspberry Pi;Slack Apps and Integrations;Windows,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0
52232,AWS;Linux,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
52233,AWS;Docker;Kubernetes;MacOS;Microsoft Azure;Slack Apps and Integrations,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0
52234,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52235,AWS;Docker;Google Cloud Platform;Kubernetes;Microsoft Azure;WordPress,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0
52236,Docker;Linux,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
52237,AWS;Docker;Linux;Microsoft Azure;Raspberry Pi;Windows,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0
52238,Linux;Raspberry Pi;Windows,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
52239,AWS;Docker;Kubernetes,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
52240,Linux;MacOS;Microsoft Azure,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
52241,Arduino;Heroku;Linux;MacOS;Raspberry Pi,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0
52242,Docker;Linux,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
52243,AWS;Docker;Heroku;MacOS;WordPress,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0
52244,AWS;Docker;Linux;MacOS,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
52245,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52246,Android;AWS;Docker;Google Cloud Platform;IBM Cloud or Watson;Kubernetes;Linux;Microsoft Azure;Raspberry Pi,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1
52247,AWS;Docker;Kubernetes;Linux;MacOS;Windows,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
52248,Raspberry Pi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52249,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52250,Docker;Kubernetes;Linux,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
52251,Arduino;Raspberry Pi,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
52252,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52253,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52254,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52255,Android;Windows,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52256,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52257,Android;AWS;Docker;Kubernetes;MacOS,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
52258,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52259,AWS;Docker;IBM Cloud or Watson;Linux;Windows,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
52260,Arduino;Google Cloud Platform;Heroku;IBM Cloud or Watson;Raspberry Pi;Windows;WordPress,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1
52261,Docker;Google Cloud Platform;Kubernetes;Linux;MacOS;Windows,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0
52262,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52263,Android;AWS;Docker;Linux;MacOS;Raspberry Pi;Windows,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0
52264,Android;Docker;Google Cloud Platform;Kubernetes;Linux;Microsoft Azure;Windows,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0
52265,Android;Arduino;Linux;Windows,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
52266,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52267,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52268,Android;Arduino;iOS;Raspberry Pi;Windows,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
52269,AWS;Heroku;Linux,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
52270,Android;iOS;Windows,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52271,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52272,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52273,AWS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52274,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52275,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52276,Android;Docker;iOS;Microsoft Azure;Windows,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
52277,MacOS;Windows;WordPress,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
52278,Android;Raspberry Pi;Windows,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
52279,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52280,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52281,Android;Arduino;AWS;Google Cloud Platform;Kubernetes;Linux;MacOS;Windows,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0
52282,AWS;Docker;WordPress,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
52283,MacOS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52284,Windows;WordPress,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52285,Microsoft Azure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52286,Docker;Google Cloud Platform;Linux,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
52287,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52288,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52289,Microsoft Azure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52290,AWS;Linux;MacOS,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
52291,AWS;Docker;Linux;MacOS,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
52292,WordPress,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52293,AWS;WordPress,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
52294,Android;Arduino;Docker;Linux,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
52295,Android;AWS;Docker;Google Cloud Platform;iOS;Kubernetes;Linux;MacOS;WordPress,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
52296,MacOS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52297,WordPress,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52298,Heroku,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52299,Docker;Kubernetes;Linux;MacOS,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
52300,AWS;Linux,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
52301,Android;AWS;Docker;Heroku;Linux;Windows,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0
52302,Android;Linux;Raspberry Pi;Windows,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
52303,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52304,iOS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52305,Heroku;iOS;Linux;MacOS;Raspberry Pi;Windows,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
52306,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52307,Arduino;AWS;Raspberry Pi;Windows,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
52308,AWS;iOS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52309,AWS;Google Cloud Platform;iOS,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
52310,AWS;Docker;Kubernetes;MacOS;Microsoft Azure,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0
52311,Android;AWS;Docker;iOS;Linux;MacOS;Windows,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
52312,AWS;Docker;Windows,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
52313,AWS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52314,Arduino;AWS;Docker;Linux;MacOS;Slack Apps and Integrations,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0
52315,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52316,Windows;WordPress,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52317,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52318,AWS;Docker;Linux;MacOS;Slack Apps and Integrations,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0
52319,Android;iOS,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52320,AWS;Docker;Kubernetes;Linux;MacOS,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
52321,AWS;Heroku;iOS;MacOS,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
52322,Docker;Linux;MacOS,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
52323,Docker;Microsoft Azure,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
52324,Arduino;Linux,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
52325,AWS;Docker;Google Cloud Platform;Heroku;Kubernetes;Raspberry Pi;Slack Apps and Integrations,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0
52326,AWS;iOS;MacOS;Windows,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
52327,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52328,Android;AWS;Linux;Windows,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
52329,Docker;Linux;Windows,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
52330,Android;iOS;Linux;MacOS;Windows,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
52331,AWS;Docker;Google Cloud Platform;Heroku;IBM Cloud or Watson;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1
52332,Android;AWS;iOS;Microsoft Azure;Windows,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
52333,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52334,MacOS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52335,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52336,Linux;Microsoft Azure;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
52337,Android;Linux;Windows,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
52338,AWS;Linux;MacOS;Microsoft Azure;Slack Apps and Integrations;Windows,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0
52339,Android;AWS;Google Cloud Platform;iOS;Linux;MacOS;Microsoft Azure;Windows,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0
52340,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52341,AWS;Docker;Google Cloud Platform;Heroku;Kubernetes;Linux;MacOS;Raspberry Pi;Windows,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0
52342,Arduino,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52343,Android;Arduino;AWS;Google Cloud Platform;iOS;Kubernetes;Linux;MacOS;Raspberry Pi;Slack Apps and Integrations;Windows;WordPress,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0
52344,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52345,AWS;Docker;Linux;MacOS;Raspberry Pi,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
52346,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52347,Android;AWS;Docker;Google Cloud Platform;IBM Cloud or Watson;iOS;Kubernetes;Linux;MacOS;Slack Apps and Integrations,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1
52348,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52349,AWS;Docker;Raspberry Pi,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
52350,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52351,Docker;Linux;Raspberry Pi,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
52352,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52353,Docker;Google Cloud Platform;Linux;Microsoft Azure;Windows,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
52354,AWS;Microsoft Azure;Windows,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
52355,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52356,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52357,Arduino;AWS;Docker;Google Cloud Platform;Kubernetes;Linux;MacOS;WordPress,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0
52358,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52359,AWS;Google Cloud Platform;IBM Cloud or Watson;Linux;MacOS;Windows,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1
52360,Microsoft Azure;Windows;WordPress,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
52361,AWS;Heroku;Windows,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
52362,Android;iOS;Linux;MacOS;Windows,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
52363,AWS;Linux;Microsoft Azure;Windows,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
52364,Docker;Google Cloud Platform;Kubernetes;Linux;MacOS;Microsoft Azure,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0
52365,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52366,Android;Heroku;MacOS,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
52367,Android;AWS;Docker;iOS;Linux,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
52368,AWS;Docker;Linux;Raspberry Pi,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
52369,AWS;Docker;Google Cloud Platform;Heroku;MacOS,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0
52370,AWS;Windows,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52371,Docker;Linux;Microsoft Azure;Windows,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
52372,Android;iOS;MacOS;Windows,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
52373,MacOS;Windows,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52374,AWS;Linux;Windows,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
52375,AWS;Docker;Kubernetes;Linux;MacOS;Microsoft Azure,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0
52376,Heroku,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52377,Arduino;Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
52378,Android;Google Cloud Platform,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
52379,Docker;Google Cloud Platform;Kubernetes;Linux;Windows,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
52380,Windows;WordPress,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52381,Linux;MacOS;Windows,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
52382,AWS;Linux;MacOS;Slack Apps and Integrations,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
52383,Android;Linux;Windows,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
52384,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52385,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52386,Docker;Linux;Raspberry Pi;Slack Apps and Integrations;Windows,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
52387,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;MacOS;Raspberry Pi,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0
52388,Android;AWS;Docker;Heroku;iOS;Linux;MacOS;Windows;WordPress,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
52389,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52390,Heroku;Kubernetes;Linux;MacOS;Microsoft Azure,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
52391,Android;AWS;Docker;Kubernetes;Linux;MacOS;Slack Apps and Integrations,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0
52392,Docker;Kubernetes;Linux;MacOS,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
52393,Android;AWS;iOS;Linux;MacOS;Windows,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
52394,Arduino;Linux;Raspberry Pi;Windows,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
52395,AWS;Docker;WordPress,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
52396,Android;AWS;Docker;Google Cloud Platform;Heroku;Kubernetes;Linux,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0
52397,Android;Arduino;Linux;Raspberry Pi;Windows,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
52398,AWS;Docker;Heroku;Kubernetes;Linux;MacOS,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0
52399,AWS;Docker;MacOS;Slack Apps and Integrations,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
52400,AWS;Docker;Heroku;iOS;Linux;Windows,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
52401,Docker;Linux;Windows,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
52402,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52403,Android;AWS;Docker;iOS;Kubernetes;Linux;MacOS;Slack Apps and Integrations;Windows,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0
52404,Linux;Raspberry Pi,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
