,DatabaseWorkedWith,Elasticsearch,Microsoft SQL Server,Oracle,MySQL,PostgreSQL,Redis,SQLite,MariaDB,Firebase,MongoDB,IBM DB2,DynamoDB,Cassandra,Couchbase
29288,DynamoDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,0,0,0,1,1,1,1,0,0,1,0,1,0,0
29289,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29290,MariaDB;MySQL;SQLite,0,0,0,1,0,0,1,1,0,0,0,0,0,0
29291,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29292,Firebase;MySQL,0,0,0,1,0,0,0,0,1,0,0,0,0,0
29293,MariaDB;MySQL;SQLite,0,0,0,1,0,0,1,1,0,0,0,0,0,0
29294,Oracle,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29295,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29296,Cassandra;PostgreSQL;Redis;SQLite,0,0,0,0,1,1,1,0,0,0,0,0,1,0
29297,MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,0,1,1,1,1,1,1,1,0,1,0,0,0,0
29298,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29299,Firebase;Microsoft SQL Server;MySQL;SQLite,0,1,0,1,0,0,1,0,1,0,0,0,0,0
29300,Elasticsearch;Microsoft SQL Server,1,1,0,0,0,0,0,0,0,0,0,0,0,0
29301,Microsoft SQL Server;PostgreSQL;Redis;SQLite,0,1,0,0,1,1,1,0,0,0,0,0,0,0
29302,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29303,Elasticsearch;MariaDB;MySQL;Oracle;PostgreSQL;SQLite,1,0,1,1,1,0,1,1,0,0,0,0,0,0
29304,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29305,Elasticsearch;MongoDB,1,0,0,0,0,0,0,0,0,1,0,0,0,0
29306,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29307,Microsoft SQL Server;MySQL;SQLite,0,1,0,1,0,0,1,0,0,0,0,0,0,0
29308,MongoDB,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29309,MongoDB;MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,1,0,0,0,0
29310,Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,0,1,0,1,1,0,1,0,0,1,0,0,0,0
29311,Microsoft SQL Server;MySQL;SQLite,0,1,0,1,0,0,1,0,0,0,0,0,0,0
29312,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29313,MariaDB;MongoDB;MySQL;Redis;SQLite,0,0,0,1,0,1,1,1,0,1,0,0,0,0
29314,Oracle;PostgreSQL,0,0,1,0,1,0,0,0,0,0,0,0,0,0
29315,Couchbase;Firebase;MongoDB;MySQL;PostgreSQL;Redis;SQLite,0,0,0,1,1,1,1,0,1,1,0,0,0,1
29316,MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,0,0,0
29317,Elasticsearch;PostgreSQL;Redis,1,0,0,0,1,1,0,0,0,0,0,0,0,0
29318,Cassandra;Elasticsearch;MongoDB;PostgreSQL;Redis,1,0,0,0,1,1,0,0,0,1,0,0,1,0
29319,DynamoDB;MySQL,0,0,0,1,0,0,0,0,0,0,0,1,0,0
29320,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29321,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29322,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29323,MariaDB;MySQL,0,0,0,1,0,0,0,1,0,0,0,0,0,0
29324,Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,0,1,0,1,1,1,1,0,0,0,0,0,0,0
29325,Microsoft SQL Server;Oracle,0,1,1,0,0,0,0,0,0,0,0,0,0,0
29326,Microsoft SQL Server;Oracle,0,1,1,0,0,0,0,0,0,0,0,0,0,0
29327,MariaDB;MongoDB;MySQL;Oracle;PostgreSQL,0,0,1,1,1,0,0,1,0,1,0,0,0,0
29328,Firebase;Microsoft SQL Server;MongoDB;MySQL,0,1,0,1,0,0,0,0,1,1,0,0,0,0
29329,MariaDB;MongoDB;MySQL;SQLite,0,0,0,1,0,0,1,1,0,1,0,0,0,0
29330,MongoDB,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29331,MongoDB;MySQL;Redis,0,0,0,1,0,1,0,0,0,1,0,0,0,0
29332,Elasticsearch;MariaDB;MySQL;PostgreSQL,1,0,0,1,1,0,0,1,0,0,0,0,0,0
29333,MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,0,0,0
29334,Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,0,0,0
29335,Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis,1,0,0,1,1,1,0,0,0,1,0,0,0,0
29336,MariaDB;MySQL,0,0,0,1,0,0,0,1,0,0,0,0,0,0
29337,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29338,MySQL;Redis,0,0,0,1,0,1,0,0,0,0,0,0,0,0
29339,MySQL;Oracle,0,0,1,1,0,0,0,0,0,0,0,0,0,0
29340,DynamoDB;Elasticsearch,1,0,0,0,0,0,0,0,0,0,0,1,0,0
29341,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29342,DynamoDB;PostgreSQL;SQLite,0,0,0,0,1,0,1,0,0,0,0,1,0,0
29343,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29344,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
29345,MongoDB;MySQL;Oracle,0,0,1,1,0,0,0,0,0,1,0,0,0,0
29346,MariaDB;MongoDB;MySQL;Redis;SQLite,0,0,0,1,0,1,1,1,0,1,0,0,0,0
29347,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29348,MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,0,0,0,0,0,0,0
29349,Microsoft SQL Server;MongoDB;SQLite,0,1,0,0,0,0,1,0,0,1,0,0,0,0
29350,MariaDB;MySQL,0,0,0,1,0,0,0,1,0,0,0,0,0,0
29351,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29352,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29353,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29354,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29355,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29356,Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,0,0,0
29357,Couchbase;MongoDB;MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,0,0,1,0,0,0,1
29358,MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL,0,1,1,1,1,0,0,1,0,1,0,0,0,0
29359,Cassandra;DynamoDB;MySQL;PostgreSQL;Redis,0,0,0,1,1,1,0,0,0,0,0,1,1,0
29360,MongoDB;MySQL;PostgreSQL;Redis;SQLite,0,0,0,1,1,1,1,0,0,1,0,0,0,0
29361,Microsoft SQL Server;MongoDB;MySQL;Oracle;SQLite,0,1,1,1,0,0,1,0,0,1,0,0,0,0
29362,Couchbase;PostgreSQL;SQLite,0,0,0,0,1,0,1,0,0,0,0,0,0,1
29363,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29364,Elasticsearch;Firebase;MongoDB;MySQL;Redis,1,0,0,1,0,1,0,0,1,1,0,0,0,0
29365,Couchbase;MariaDB;MySQL;Redis,0,0,0,1,0,1,0,1,0,0,0,0,0,1
29366,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29367,Elasticsearch;Firebase;MongoDB;PostgreSQL,1,0,0,0,1,0,0,0,1,1,0,0,0,0
29368,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29369,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29370,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29371,MySQL;Oracle;SQLite,0,0,1,1,0,0,1,0,0,0,0,0,0,0
29372,DynamoDB;MongoDB,0,0,0,0,0,0,0,0,0,1,0,1,0,0
29373,MariaDB;MySQL,0,0,0,1,0,0,0,1,0,0,0,0,0,0
29374,MySQL;Oracle,0,0,1,1,0,0,0,0,0,0,0,0,0,0
29375,Firebase;SQLite,0,0,0,0,0,0,1,0,1,0,0,0,0,0
29376,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29377,Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,0,1,1,1,1,1,1,0,0,1,0,0,0,0
29378,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
29379,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29380,MariaDB;Microsoft SQL Server;MongoDB;MySQL,0,1,0,1,0,0,0,1,0,1,0,0,0,0
29381,Elasticsearch;Oracle;PostgreSQL,1,0,1,0,1,0,0,0,0,0,0,0,0,0
29382,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29383,Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,0,0,0
29384,Oracle;Redis,0,0,1,0,0,1,0,0,0,0,0,0,0,0
29385,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29386,Elasticsearch;PostgreSQL,1,0,0,0,1,0,0,0,0,0,0,0,0,0
29387,Elasticsearch;PostgreSQL;SQLite,1,0,0,0,1,0,1,0,0,0,0,0,0,0
29388,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29389,Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis,1,0,0,1,1,1,0,0,0,1,0,0,0,0
29390,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29391,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29392,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29393,MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,0,0,0,0,0
29394,Oracle,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29395,Firebase;Microsoft SQL Server;MySQL;SQLite,0,1,0,1,0,0,1,0,1,0,0,0,0,0
29396,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29397,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29398,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29399,Firebase;Microsoft SQL Server;MongoDB;MySQL,0,1,0,1,0,0,0,0,1,1,0,0,0,0
29400,MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,0,0,0,0,0,0,0
29401,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29402,Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,0,0,0
29403,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29404,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29405,IBM DB2;MariaDB;MongoDB;MySQL,0,0,0,1,0,0,0,1,0,1,1,0,0,0
29406,MySQL;Redis,0,0,0,1,0,1,0,0,0,0,0,0,0,0
29407,Oracle;SQLite,0,0,1,0,0,0,1,0,0,0,0,0,0,0
29408,Firebase,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29409,MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,0,0,0
29410,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29411,MariaDB;MongoDB,0,0,0,0,0,0,0,1,0,1,0,0,0,0
29412,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29413,MongoDB;MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,0,0,1,0,0,0,0
29414,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29415,Elasticsearch;MongoDB;PostgreSQL;Redis,1,0,0,0,1,1,0,0,0,1,0,0,0,0
29416,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29417,MariaDB;MySQL;SQLite,0,0,0,1,0,0,1,1,0,0,0,0,0,0
29418,Elasticsearch;Firebase;MariaDB;MongoDB;MySQL;Redis;SQLite,1,0,0,1,0,1,1,1,1,1,0,0,0,0
29419,MariaDB;MySQL;Oracle;PostgreSQL,0,0,1,1,1,0,0,1,0,0,0,0,0,0
29420,Elasticsearch;MongoDB;MySQL;Redis,1,0,0,1,0,1,0,0,0,1,0,0,0,0
29421,Firebase;Microsoft SQL Server;MongoDB;MySQL,0,1,0,1,0,0,0,0,1,1,0,0,0,0
29422,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29423,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29424,MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,0,1,0,1,1,0,0,1,0,1,0,0,0,0
29425,MariaDB;Microsoft SQL Server;MongoDB;MySQL,0,1,0,1,0,0,0,1,0,1,0,0,0,0
29426,MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,0,0,0
29427,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29428,Oracle;PostgreSQL,0,0,1,0,1,0,0,0,0,0,0,0,0,0
29429,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
29430,DynamoDB;Elasticsearch;MySQL;SQLite,1,0,0,1,0,0,1,0,0,0,0,1,0,0
29431,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29432,DynamoDB;MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,1,0,0
29433,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29434,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29435,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29436,Microsoft SQL Server;MongoDB;MySQL,0,1,0,1,0,0,0,0,0,1,0,0,0,0
29437,Firebase;Microsoft SQL Server;MongoDB,0,1,0,0,0,0,0,0,1,1,0,0,0,0
29438,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29439,MariaDB;MySQL,0,0,0,1,0,0,0,1,0,0,0,0,0,0
29440,MongoDB;PostgreSQL,0,0,0,0,1,0,0,0,0,1,0,0,0,0
29441,MariaDB;MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,1,0,0,0,0,0,0
29442,PostgreSQL;SQLite,0,0,0,0,1,0,1,0,0,0,0,0,0,0
29443,MySQL;Oracle;PostgreSQL,0,0,1,1,1,0,0,0,0,0,0,0,0,0
29444,MariaDB;MySQL,0,0,0,1,0,0,0,1,0,0,0,0,0,0
29445,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29446,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29447,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29448,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29449,Firebase;Microsoft SQL Server;MongoDB;MySQL;SQLite,0,1,0,1,0,0,1,0,1,1,0,0,0,0
29450,MariaDB;MySQL;Redis;SQLite,0,0,0,1,0,1,1,1,0,0,0,0,0,0
29451,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29452,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29453,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29454,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29455,Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis,1,0,0,1,1,1,0,0,0,1,0,0,0,0
29456,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29457,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29458,MongoDB;Oracle;PostgreSQL;Redis;SQLite,0,0,1,0,1,1,1,0,0,1,0,0,0,0
29459,Firebase;Microsoft SQL Server;MongoDB;MySQL;SQLite,0,1,0,1,0,0,1,0,1,1,0,0,0,0
29460,Firebase;MySQL,0,0,0,1,0,0,0,0,1,0,0,0,0,0
29461,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29462,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29463,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29464,MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,0,0,0,0,0
29465,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
29466,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29467,Firebase;PostgreSQL,0,0,0,0,1,0,0,0,1,0,0,0,0,0
29468,Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,0,1,0,1,1,1,1,0,0,1,0,0,0,0
29469,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29470,Elasticsearch;MariaDB;MongoDB;MySQL;Redis;SQLite,1,0,0,1,0,1,1,1,0,1,0,0,0,0
29471,Elasticsearch;MariaDB;Redis,1,0,0,0,0,1,0,1,0,0,0,0,0,0
29472,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29473,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29474,Microsoft SQL Server;MySQL;Oracle,0,1,1,1,0,0,0,0,0,0,0,0,0,0
29475,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29476,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29477,MySQL;Oracle;PostgreSQL,0,0,1,1,1,0,0,0,0,0,0,0,0,0
29478,Microsoft SQL Server;SQLite,0,1,0,0,0,0,1,0,0,0,0,0,0,0
29479,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29480,MongoDB;MySQL;Oracle;SQLite,0,0,1,1,0,0,1,0,0,1,0,0,0,0
29481,PostgreSQL;Redis,0,0,0,0,1,1,0,0,0,0,0,0,0,0
29482,MariaDB;MongoDB;MySQL,0,0,0,1,0,0,0,1,0,1,0,0,0,0
29483,MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,0,0,0,0,0,0,0
29484,MySQL;Oracle;SQLite,0,0,1,1,0,0,1,0,0,0,0,0,0,0
29485,IBM DB2;MariaDB;MySQL;Oracle,0,0,1,1,0,0,0,1,0,0,1,0,0,0
29486,Firebase,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29487,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29488,MongoDB;MySQL;SQLite,0,0,0,1,0,0,1,0,0,1,0,0,0,0
29489,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29490,DynamoDB;Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL,1,1,0,1,1,0,0,0,0,0,0,1,0,0
29491,DynamoDB;PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,1,0,0
29492,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29493,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29494,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29495,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29496,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
29497,Microsoft SQL Server;PostgreSQL,0,1,0,0,1,0,0,0,0,0,0,0,0,0
29498,MongoDB;MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,1,0,0,0,0
29499,Elasticsearch;MariaDB;PostgreSQL;Redis,1,0,0,0,1,1,0,1,0,0,0,0,0,0
29500,MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,0,0,0
29501,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29502,MariaDB;Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,1,0,0,0,0,0,0
29503,MariaDB;MySQL,0,0,0,1,0,0,0,1,0,0,0,0,0,0
29504,Firebase;MongoDB;MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,0,1,1,0,0,0,0
29505,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29506,Microsoft SQL Server;MySQL;Oracle,0,1,1,1,0,0,0,0,0,0,0,0,0,0
29507,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
29508,Elasticsearch,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29509,Microsoft SQL Server;PostgreSQL;SQLite,0,1,0,0,1,0,1,0,0,0,0,0,0,0
29510,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29511,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29512,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29513,DynamoDB;MySQL,0,0,0,1,0,0,0,0,0,0,0,1,0,0
29514,Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,0,0,0
29515,MongoDB,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29516,MariaDB;MySQL;PostgreSQL;Redis;SQLite,0,0,0,1,1,1,1,1,0,0,0,0,0,0
29517,Couchbase,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29518,Oracle,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29519,IBM DB2;Microsoft SQL Server;MySQL;PostgreSQL,0,1,0,1,1,0,0,0,0,0,1,0,0,0
29520,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29521,MariaDB;PostgreSQL,0,0,0,0,1,0,0,1,0,0,0,0,0,0
29522,MySQL;Oracle;PostgreSQL,0,0,1,1,1,0,0,0,0,0,0,0,0,0
29523,MongoDB;MySQL;Oracle;SQLite,0,0,1,1,0,0,1,0,0,1,0,0,0,0
29524,MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,0,0,0,0,0
29525,Elasticsearch;MongoDB;Oracle,1,0,1,0,0,0,0,0,0,1,0,0,0,0
29526,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29527,Microsoft SQL Server;MongoDB;Oracle;PostgreSQL,0,1,1,0,1,0,0,0,0,1,0,0,0,0
29528,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
29529,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29530,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
29531,Oracle,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29532,Microsoft SQL Server;PostgreSQL,0,1,0,0,1,0,0,0,0,0,0,0,0,0
29533,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29534,Elasticsearch;MySQL;PostgreSQL,1,0,0,1,1,0,0,0,0,0,0,0,0,0
29535,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29536,Firebase,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29537,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29538,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29539,Elasticsearch;MySQL,1,0,0,1,0,0,0,0,0,0,0,0,0,0
29540,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29541,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
29542,Elasticsearch;IBM DB2;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,1,1,0,1,1,0,1,0,0,1,1,0,0,0
29543,Firebase;Oracle,0,0,1,0,0,0,0,0,1,0,0,0,0,0
29544,MySQL;Oracle;PostgreSQL;Redis,0,0,1,1,1,1,0,0,0,0,0,0,0,0
29545,Oracle;PostgreSQL,0,0,1,0,1,0,0,0,0,0,0,0,0,0
29546,PostgreSQL;SQLite,0,0,0,0,1,0,1,0,0,0,0,0,0,0
29547,Firebase;Microsoft SQL Server;MySQL;PostgreSQL,0,1,0,1,1,0,0,0,1,0,0,0,0,0
29548,MongoDB;PostgreSQL,0,0,0,0,1,0,0,0,0,1,0,0,0,0
29549,MariaDB;MySQL,0,0,0,1,0,0,0,1,0,0,0,0,0,0
29550,Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis,1,0,0,1,1,1,0,0,0,1,0,0,0,0
29551,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29552,MariaDB;MySQL,0,0,0,1,0,0,0,1,0,0,0,0,0,0
29553,Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,0,0,0
29554,MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,0,0,0,0,0
29555,MongoDB;Oracle,0,0,1,0,0,0,0,0,0,1,0,0,0,0
29556,Elasticsearch;Firebase;Oracle;PostgreSQL;Redis,1,0,1,0,1,1,0,0,1,0,0,0,0,0
29557,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29558,MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,0,0,0
29559,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
29560,Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,0,0,0
29561,Elasticsearch;Firebase;MySQL;Oracle;PostgreSQL;SQLite,1,0,1,1,1,0,1,0,1,0,0,0,0,0
29562,Microsoft SQL Server;MySQL;SQLite,0,1,0,1,0,0,1,0,0,0,0,0,0,0
29563,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29564,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29565,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29566,MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,0,0,0,0,0,0,0
29567,Microsoft SQL Server;MongoDB;PostgreSQL;SQLite,0,1,0,0,1,0,1,0,0,1,0,0,0,0
29568,Elasticsearch;SQLite,1,0,0,0,0,0,1,0,0,0,0,0,0,0
29569,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29570,MariaDB,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29571,MariaDB;MySQL;SQLite,0,0,0,1,0,0,1,1,0,0,0,0,0,0
29572,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29573,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29574,Microsoft SQL Server;Oracle,0,1,1,0,0,0,0,0,0,0,0,0,0,0
29575,Couchbase;Elasticsearch;Firebase;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,1,0,1,1,1,0,1,0,1,1,0,0,0,1
29576,Firebase;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,0,0,1,1,1,0,1,0,1,1,0,0,0,0
29577,Elasticsearch;MongoDB;Redis,1,0,0,0,0,1,0,0,0,1,0,0,0,0
29578,MariaDB;Microsoft SQL Server;MySQL;Oracle,0,1,1,1,0,0,0,1,0,0,0,0,0,0
29579,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29580,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
29581,MySQL;Redis;SQLite,0,0,0,1,0,1,1,0,0,0,0,0,0,0
29582,Elasticsearch;MySQL;Oracle,1,0,1,1,0,0,0,0,0,0,0,0,0,0
29583,Couchbase;Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;PostgreSQL;SQLite,1,1,0,0,1,0,1,1,0,1,0,0,0,1
29584,Elasticsearch;Microsoft SQL Server;MongoDB;PostgreSQL,1,1,0,0,1,0,0,0,0,1,0,0,0,0
29585,DynamoDB;MongoDB,0,0,0,0,0,0,0,0,0,1,0,1,0,0
29586,Microsoft SQL Server;MongoDB;MySQL;Oracle;SQLite,0,1,1,1,0,0,1,0,0,1,0,0,0,0
29587,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29588,Elasticsearch;MySQL;Redis,1,0,0,1,0,1,0,0,0,0,0,0,0,0
29589,MariaDB;MySQL;SQLite,0,0,0,1,0,0,1,1,0,0,0,0,0,0
29590,MongoDB,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29591,IBM DB2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29592,MongoDB,0,0,0,0,0,0,0,0,0,1,0,0,0,0
